student_id,subject,exam_score,homework_completion_pct,teacher_comments
S03464,History,45,-5,Activity sport receive tax find understand real street including own throughout PM.
S00490,Arabic,46,100,Although camera woman leg fall assume old.
S09878,Geography,96,90,Through choose most subject school size memory quickly sometimes.
S08390,Math,58,95,Score another level consider spend once outside amount recently believe next necessary speak.
S04944,English,57,-5,Age fine mention measure sea until special paper charge say kid however minute him.
S10422,History,74,100,Play call southern common store painting leg scene off number new.
S07050,English,42,90,  
S07734,Math,55,80,Mouth of two there material security rich change society.
S09649,Arabic,58,95,Down task argue activity area particular.
S00274,Arabic,72,80,Book best respond stuff pick explain sport during strong listen us.
S07191,Arabic,91,80,Company whole lot water question more debate strong still.
S08629,English,61,80,Game evidence democratic prove experience large school fly call.
S07409,Geography,94,90,Kind check husband later drug among machine compare its forward act work cup.
S04286,Geography,66,80,Career relationship official clear top bring quickly require agency.
S00201,Math,84,90,Spring three operation note account professor story anyone question wonder.
S05033,Geography,92,90,Fight matter give technology eye no huge father line car successful likely century.
S09817,Geography,100,95,Bar name instead next account ago you street care question woman accept federal.
S01292,English,43,80,Under natural teacher natural media page win evening rate long member idea increase.
S06633,Arabic,43,95,Friend help investment another head north situation me charge.
S06407,History,75,90,Art mind deal find identify by heart here watch Democrat consider matter act.
S05602,Geography,42,90,Simply score can color down better order music new present question modern.
S09226,Math,85,100,  
S09677,Math,57,95,Piece though entire fine nature recognize what discussion practice necessary never edge.
S01000,Science,55,80,  
S01923,Arabic,57,-5,Certainly whole down defense line old sound son card woman improve.
S08055,Math,44,95,Really cell finish painting material again.
S06535,Science,100,100,Coach catch author production power Democrat.
S01890,Science,53,-5,  
S07701,Arabic,57,-5,  
S10243,History,85,80,Middle however peace past dinner why let similar audience.
S05882,Geography,84,-5,  
S02843,Math,89,100,Not father help senior necessary thought next.
S04032,Arabic,99,80,Huge process situation place store else budget fund coach assume.
S10650,English,93,95,Build safe those player leader protect Republican clearly probably happy with.
S07193,Geography,96,90,Once speech manager know site way practice state.
S03071,Math,66,100,Role others space room likely onto politics general.
S00312,English,96,-5,Tonight center during speech despite four need he population like month less his.
S07287,Geography,100,90,Owner certain south likely region wonder.
S05322,Math,53,95,Account get sense couple will foreign agreement care art full.
S04760,Science,43,-5,Similar seat seven six lawyer student image simple watch really act friend value.
S08500,Geography,42,80,National scientist beyond last image western western throw.
S06288,Science,64,80,Town control relationship create situation hear.
S06716,History,42,-5,Coach laugh wall certainly represent quality trial drive.
S02709,English,49,90,Cold look letter do bill leader hot decide often position financial common.
S04373,Science,48,90,Hope must choice expect send real item structure piece environment year.
S07586,Arabic,51,95,  
S04586,Arabic,83,95,From main kind alone economic news man since lot message.
S02577,Math,92,80,Approach sound between become glass stock guy western page whom the at.
S00102,History,52,100,East series artist claim understand also.
S09642,Math,49,90,Run miss agent summer activity nothing traditional central three thought send.
S05105,Math,95,95,Vote benefit current themselves skill politics try more lose start.
S11959,Arabic,90,80,Appear return seat opportunity a evidence natural sure recognize leader.
S10577,Science,66,80,Foreign year actually option make information point include learn start maybe around.
S10887,Math,88,-5,Course sound if avoid whose few.
S01357,History,68,-5,Break process somebody behavior want miss heavy season fear standard after.
S07058,English,50,90,Phone anything mind challenge sea continue issue edge not professional arrive every.
S06679,History,46,90,Medical item feeling event could common near foot.
S11212,Arabic,90,100,Provide last six nothing fish speech treatment.
S00532,Geography,51,90,Store focus maintain after film offer do set available wait major hold.
S04751,Science,100,-5,Head sure allow skin partner view wall particularly keep never throw finally.
S09336,Science,70,95,Mouth particular age across deal detail marriage especially worry.
S00709,English,50,90,Blue building community system family everything successful head would high.
S05414,Arabic,64,80,Most book international security body someone against option.
S01416,Arabic,95,90,Four miss case practice information town leader important reality close.
S09440,Math,75,-5,Grow guess western where car four fund sense buy option chance or local.
S00303,Science,63,90,Strong expert determine ago simply look later similar offer style.
S07531,History,87,-5,Lay ground dream wall natural single together almost mind wind argue.
S04461,Math,48,-5,Community so civil around community painting have hundred ahead success occur.
S07360,Math,41,-5,Happen system laugh six five company strong class use.
S03097,Geography,40,90,Help commercial most language well until low whom begin person pattern.
S00708,Science,46,100,Wall door phone religious budget hope peace matter eat so popular.
S06333,Math,56,95,No door help method discussion if.
S05831,Arabic,93,90,Street phone Mrs hundred her yard assume structure would.
S06201,Science,81,90,Team behavior anyone business cost water across policy.
S02197,History,61,100,Short guess officer everyone name chair drive.
S10765,Math,92,95,Leg pay recent with fish TV.
S01973,English,93,-5,Them wall future anything girl mean occur never.
S06282,Geography,66,80,President feel truth painting indicate several standard.
S04714,English,57,95,Respond remain travel rise value others see company.
S04387,English,62,80,Prepare father point try agreement air many out conference.
S06786,Arabic,69,100,Policy body those blue answer dark education.
S03441,Science,78,95,Me anyone public occur thought tough wear economy remain tell change range marriage.
S02435,Science,81,100,Represent attack recognize performance rather study politics old.
S12129,Math,99,-5,Key but place stuff instead chance way bill.
S12139,History,90,95,Event however full summer instead remain agency whom police when industry hear.
S11292,Math,54,90,Various in buy girl cup car piece.
S11302,Math,59,90,Eat easy political become rate nothing study room now hot past seven democratic.
S09929,Math,62,80,Will dog amount rather money magazine want floor great follow many.
S10249,Arabic,54,95,Soldier imagine someone religious small space window artist statement wind compare.
S06413,English,86,90,Movie such design share add want there hold move.
S06769,English,77,80,Myself maintain dark again foreign describe trial crime somebody care.
S11798,Science,81,80,Bill eight staff executive sister face up network.
S05805,Arabic,85,80,Citizen several my across probably reveal establish.
S09552,English,55,80,Pass college arm church assume clear.
S05588,English,89,95,Entire loss call strategy civil student discover institution project summer.
S03479,English,49,100,Building machine none west billion modern.
S04388,English,83,-5,North memory stay gas upon final imagine camera industry anyone news.
S11034,Science,63,100,Court left student rather Democrat my far police how product.
S11983,Math,95,90,  
S02190,History,66,90,Whom free never six thing something.
S01742,Geography,81,-5,Course play main continue clear arrive item cover.
S07990,English,47,80,Impact parent economic significant local shoulder center benefit important new agency even.
S09345,Science,82,95,  
S10189,Science,64,100,Firm happen particular animal bar lawyer central.
S03316,History,92,95,Get visit scene small organization Mrs doctor security boy.
S06745,English,56,100,Performance social suggest issue good one strong first do indeed.
S11022,Science,74,90,People knowledge movement she type concern particular still.
S00985,Geography,99,100,Enjoy mother argue million her point either tell discussion adult movement attention.
S00363,Science,59,90,Successful population among area career ever piece summer music high fall around religious.
S10136,History,46,-5,  
S03757,English,66,-5,Environment what doctor around eye event chair put sound picture east.
S05923,English,80,80,Coach fly capital a major well almost.
S07009,English,80,95,Indeed treat financial none should three industry book assume either.
S10415,Science,81,-5,Thing member structure base well mean what bank.
S04260,English,48,-5,Effect let everything customer parent recently son record.
S03215,Science,74,90,Business arm try conference deal fine hair management piece condition night among bag.
S10031,Science,78,-5,Staff marriage box improve nation method federal.
S07652,History,85,-5,Recent wall fear gas pressure drop also image himself scientist through provide significant art.
S11168,Math,47,-5,Move door subject cover first reflect job environmental half key compare year police.
S05968,History,59,95,  
S08869,Arabic,64,-5,  
S10585,History,48,80,Again once red person rich amount identify.
S10410,Geography,76,80,Many body remain meeting poor response point recently.
S10899,Science,80,-5,Send their protect huge some appear care.
S04836,English,56,-5,Meeting book series marriage agency shoulder town structure fire see body admit project sing.
S07742,Arabic,92,80,Apply enter modern already reason would choose sense instead hand.
S09563,Arabic,41,90,Me bag experience born long per international federal know teacher site manage.
S11282,Arabic,41,95,Half air physical collection others government final wall book body one agreement sort.
S02452,Math,70,100,Religious real field eye mission money relationship practice media practice specific me firm.
S08682,Geography,49,90,  
S01658,Science,42,80,Read near beat serious those as much wide area light young require.
S01774,English,45,95,Like international information opportunity discussion point meeting need follow write successful score.
S01929,Science,68,90,Suggest tell reason or outside Democrat act.
S05423,Math,92,100,Film serious same school current unit.
S01857,History,94,80,Present reach bring when argue might collection answer recently individual.
S06258,Math,78,100,Feeling friend send article heavy detail deal mother forget subject modern.
S01199,Geography,68,95,Form receive present oil board ground education.
S09194,Arabic,85,80,Condition accept my model cause whose central boy.
S03837,Science,54,80,Hour fight career subject lawyer five enough hit upon play.
S09809,Science,69,100,  
S11578,Math,43,80,Read particular realize fall possible to describe between yes collection.
S01791,Science,48,80,Your might situation color memory person.
S05275,History,73,100,  
S01105,Geography,73,90,Three process wish play change source or energy.
S05995,Geography,68,-5,Blue total administration leave happen large recently.
S04624,Geography,75,80,Make officer final color among pass especially according with skill street figure son.
S09950,English,96,80,Within benefit continue better project include green first ball evidence task dark.
S09627,Math,94,-5,Page performance ten then nothing candidate growth mother admit event.
S04425,History,93,95,Site level bar few also under rather.
S07463,English,45,80,South daughter first plant win close.
S01333,Geography,77,-5,Ahead day poor child term talk war sit.
S00186,English,61,100,In decade close relate would course simply tonight above media.
S01731,History,85,80,Final key benefit accept risk well if reflect son again than wide herself.
S11874,Science,61,90,Maybe agency glass job wait authority protect cell feel pretty.
S02481,Arabic,74,-5,Radio picture might economic fish factor eye environment strategy expect shoulder husband.
S05030,Math,79,90,Information spend law show animal join answer benefit end above.
S05064,History,45,80,Stock raise also would policy none special audience.
S00798,Science,54,100,Environment hair hundred program cause between.
S10242,Science,83,100,Near Mr hand health rise short treatment hit scene old outside.
S07439,History,45,80,Truth local local particular teacher sell expect future professor show research skin.
S00673,Science,90,90,Our others against experience agree image.
S11788,Science,79,90,Protect man morning may her play else citizen money bill hand they.
S11644,Arabic,45,80,Pressure from total choose give similar father.
S05598,Arabic,56,90,Become still bag effort unit ahead physical often suffer.
S03964,Arabic,79,90,Find focus two show join finish toward receive state manage apply occur again.
S05718,English,70,-5,Situation total story high send live reflect fall during office.
S03109,History,80,-5,Campaign always never fish dinner base toward pressure check your stage.
S02864,Geography,68,95,Plan believe bag guess total create human party board outside administration truth.
S05104,English,48,95,Office during top nature present listen leg wide.
S08750,History,79,90,Senior determine expert without when interesting sing city professor prevent perhaps foreign.
S00852,Science,100,80,Themselves true art indeed father significant consider.
S08026,Geography,51,-5,Purpose much society together where guy.
S06247,Geography,98,80,Involve plant down total performance authority.
S11417,Math,46,90,Stop successful only radio environment phone compare brother attention bag into law.
S11847,Arabic,40,80,Point choice law and vote mouth yet.
S10182,Science,46,80,Would certain face same relate his suggest help test south bed also allow.
S04598,Math,91,-5,Away by sport war night cost interest that star.
S03492,History,93,80,Drive chance take term break imagine ahead night score.
S05536,English,88,80,Eight voice draw state common manage surface benefit something feel learn.
S04288,Arabic,64,100,Manage parent apply provide newspaper value exist upon.
S05496,Math,92,80,Political career again compare old statement cause account candidate state.
S07061,Science,68,90,Show religious quickly book Congress risk.
S06261,Math,54,95,Debate from hot social low experience more major even spend happen leg.
S06505,Science,73,100,Source husband ability tree important mention green cell decision pull picture Mr.
S10261,Arabic,51,95,Weight live program chance wall sister understand research economy board she can ever.
S08069,Science,45,95,Democratic until state agency physical management quality leader your end.
S03252,English,72,100,I understand series about outside seven live.
S09652,English,93,100,Professional stock run medical spring seek door deal join main.
S04077,Science,58,80,Poor real member everything keep executive.
S05472,History,100,100,Old size firm discussion lay remember soldier herself base.
S05621,History,98,100,About current hundred season remain picture fund doctor.
S08452,Science,47,90,From else set mention employee policy heavy reason even any politics bar image.
S05071,Math,51,90,Leg color stay your turn business.
S04897,History,40,80,  
S08592,Science,79,95,Be receive ok best describe up both financial court identify.
S00331,Arabic,52,80,  
S08811,History,91,80,Body laugh both sort me you size explain since sister west respond.
S09835,Arabic,46,100,Boy that along daughter consumer environment.
S06065,Science,69,95,Join change involve evening party evening lot operation nothing just.
S07045,Arabic,57,95,Relate pay nice coach want wish.
S02247,English,92,-5,Tell man arrive hotel out whom.
S04532,Arabic,73,80,War today senior well everyone amount office organization and budget.
S08636,History,44,100,Campaign popular debate believe under something.
S03921,Arabic,87,80,Hand continue central though yard attorney improve.
S10943,Arabic,67,-5,Eat understand mean especially age technology responsibility many area politics civil like one.
S01160,Geography,85,-5,Responsibility south single probably property check citizen place.
S07877,Science,42,-5,Can claim worry her easy employee boy game value carry who.
S02609,Arabic,58,80,Nearly himself now onto participant young both.
S03545,History,90,95,Political above join large nature role model factor staff writer we.
S08947,Science,93,-5,Time traditional gas indicate star law deal employee address.
S05324,English,65,80,Science growth in reduce bill whom follow defense forget owner.
S04076,Math,61,-5,Maintain class edge respond government hear nor citizen only leave.
S01628,Geography,48,100,Write somebody some nature minute hard official hospital media far.
S09502,Geography,57,90,Audience sing cultural all occur group road through environmental feeling play.
S01872,Math,70,-5,Unit effect act director college party whatever act every different source.
S05442,Science,58,100,For morning kind strong will often power ground message many.
S09631,Arabic,95,90,Thousand dark rather past education court.
S03031,English,83,-5,Family before thousand tax together total thought.
S05367,English,53,100,Five amount specific increase several see local others single base wide interview choice.
S11584,Arabic,54,100,Seven recent need collection population summer thank may enough.
S09264,English,95,100,Health growth threat until area experience.
S09802,Math,61,100,To box enter election baby rich serious may himself only.
S06345,Math,54,-5,Third military cultural teacher music growth find great apply.
S00899,History,61,-5,Impact participant same plant section final all rest because everybody.
S06198,Geography,87,80,Stock personal entire bank foot seven including.
S00619,English,68,80,Behind yeah finally evening toward west break.
S06075,Arabic,84,80,  
S06954,English,79,-5,Kind center admit threat over hand who activity one next campaign star make.
S04015,English,83,100,  
S06936,Science,40,-5,Life today system I month figure maybe impact senior three condition.
S04033,History,50,95,Organization with life more movement shake increase work pattern democratic see sound.
S10785,Geography,53,90,Guy increase off actually her improve raise save environmental could until she.
S04317,Math,91,95,Stay write both too specific fear.
S07457,Arabic,98,80,National model alone certainly show program western owner win.
S09425,Geography,55,-5,Maybe lay medical glass enjoy police a.
S06952,Math,54,80,Act bad ago whether model again tough environment best need others why mean.
S09612,Math,60,80,Policy company various art sport light either individual daughter.
S11884,History,90,80,All many born opportunity debate three building they.
S09544,History,89,90,Window talk concern run try bill interest city.
S06615,Arabic,96,95,Yourself into party us movie meeting top public analysis small however knowledge.
S10837,Science,86,-5,Energy seek each box beyond drug.
S12080,Arabic,73,80,Ground piece former up paper letter real rule able may think teacher.
S07729,English,81,90,Would manager water least admit near.
S02695,English,82,100,Bring power usually notice speak let price hotel movement.
S11621,Geography,60,95,Concern man range form than cut after career air hold drive hard benefit.
S02112,Math,83,90,  
S07204,History,64,95,  
S11051,Science,41,80,Low bit politics adult process cause week record room admit film.
S10540,Arabic,81,95,While bad respond moment body religious certainly trouble.
S03095,Arabic,87,95,Arrive beyond six eye study maintain machine.
S02416,Science,40,100,Generation yeah argue apply military both eight their artist research.
S10302,Arabic,93,80,Range sell democratic listen himself minute health develop spring.
S11199,Science,77,100,Heavy participant need determine seat follow later difference space.
S06846,English,87,95,Bed mention each do Mr black else course class hit economy degree there.
S05822,History,56,100,Age ready newspaper wrong small left product term service trouble others fire.
S10062,Math,81,80,Design single describe management cell activity.
S04331,Geography,45,80,Clear Mrs you kid job occur first.
S02067,Arabic,43,95,Administration history human health top miss.
S03876,Geography,47,90,Reveal player nearly live girl experience whose pattern use happen increase be.
S05761,Science,51,80,Discuss few crime remain season threat.
S10505,Geography,46,80,Establish sing who much career game mean join suddenly catch blood born significant.
S07747,Arabic,42,100,Game knowledge anything where story nature Democrat and.
S04914,Science,85,100,Seem better sing house free study finally wear consider water throw.
S01749,Math,81,-5,Many sometimes now to capital never majority debate again it leader may.
S10973,History,98,-5,  
S06734,Science,51,90,Manager have admit job south choice bag trial world power eat represent.
S09193,Geography,100,80,Run simple under writer seven certain ever wall discover experience staff hospital this.
S11138,Geography,85,100,Around couple even pattern home anyone know natural wind lot very style image gas.
S00821,Math,49,100,A hard election spend information main safe number two situation effort.
S09280,Math,97,80,Under spend weight deal top modern.
S10916,Arabic,76,100,Economic recent their story mean get adult name expert rise generation administration resource.
S06002,Science,84,90,Act though friend economy college between draw.
S06176,Geography,60,95,Quickly leader public sit class issue.
S06402,History,53,90,Hotel society defense human happy democratic exist statement fly form every behavior score.
S11572,Math,81,-5,Industry standard figure even like activity election population late.
S10078,Science,95,90,Identify fine finally tough company prevent nice window best.
S10700,English,59,100,Agreement court little help smile a anything old able edge current.
S11542,Math,80,90,Story feeling always our gas example Mrs address base nation turn.
S09497,English,51,80,Police natural through relate claim person food.
S07489,History,44,90,Cell impact rock less issue so relate no opportunity analysis television.
S12115,Arabic,45,80,Offer various government second event else subject.
S05576,Math,67,80,Third line table attention rule manage consumer easy.
S08293,Arabic,63,90,Upon general evening bed detail tend whole off.
S05375,Math,63,95,Easy market stuff race financial worry finish place everybody impact.
S00300,Math,55,100,Near near wrong enough recently find sport customer tonight.
S08848,Arabic,95,95,Allow but interview read someone game.
S00618,English,87,95,Picture democratic stand per night figure rest especially early fish which.
S07502,Math,51,100,Beat draw hair meet energy clear bar.
S11683,Arabic,73,-5,Good pay staff specific democratic become board provide action.
S10722,Science,55,100,Worry believe since not own right finish.
S03509,Geography,59,-5,Note new hit production particular poor data will exist these.
S09930,Math,51,80,Business policy leg fire quite skin attack play.
S00155,Science,79,80,View put newspaper medical left their off think fall.
S00115,Geography,61,100,Report human sure person citizen plant manager.
S06502,Geography,50,90,Product bill behind wife individual only enjoy church.
S11605,Math,56,100,  
S04860,Math,40,-5,Minute important food here when lead international southern.
S02946,Geography,83,-5,  
S11140,Math,53,80,My single prepare painting practice study attack describe term.
S08429,Geography,72,-5,Its nor individual but partner sign quite leader book.
S02098,History,80,95,Statement participant because reality result great.
S05342,Science,98,95,Goal yes citizen church unit energy point.
S11048,English,71,-5,Eat speak rather allow ten of evening.
S07812,Arabic,75,95,Accept lose agent reality time fight network practice itself.
S10862,English,52,95,Agreement become mention health visit step condition brother several day discussion.
S00726,Geography,52,80,Program room evening go media including.
S07704,Math,44,80,Cause seek later face part animal major the.
S08726,Math,78,90,Send respond month not assume concern last wonder.
S02408,History,91,-5,Along during add plan college message window Congress owner.
S04054,English,49,95,  
S05806,Science,83,90,Rock will again development dinner space draw.
S01893,Science,64,80,Painting smile same rest ability chair condition notice bag source PM.
S07292,English,94,-5,In white final laugh serve suggest.
S00953,Math,92,80,Particularly management nice near reduce place.
S09253,Arabic,40,80,Industry writer the thought ask all price Mr particularly arrive wind smile.
S06130,English,100,-5,Less store include senior so feel partner that enjoy then us much.
S03991,Arabic,98,95,Others together concern thousand side organization draw debate allow wait.
S05493,Math,82,100,Collection no body avoid interview source current major region some.
S11125,Arabic,81,95,Certainly various as who see return four.
S09065,Science,91,90,Arm management probably reason piece address media agree check kitchen rate.
S10775,Arabic,99,90,Thing skill law treat worker tree Republican act effort group.
S02553,Arabic,59,100,Ago health specific customer film actually security culture me drug natural state.
S04544,English,95,95,Senior draw behavior rate never yes together rise four like real former worker.
S03787,Science,47,80,Cold him two significant movie send everyone scene language.
S09718,Math,76,90,Sea window body wind Republican here while least anything fire relationship.
S05362,English,60,90,Idea field continue itself than choose good perform.
S07752,Geography,80,100,Consumer several open big fact to evening capital Congress scene artist never along.
S07553,Arabic,83,95,Success size notice alone move shoulder crime.
S08664,Arabic,63,80,Left who fight anyone how although manage act spring.
S02438,English,78,100,Week fill operation else story baby detail matter country job present.
S07750,Geography,73,95,  
S00251,English,59,80,Body also seven institution enter social son husband.
S08934,Geography,92,95,Join cup cost popular beyond fly start prevent game up shake ability.
S09085,Geography,76,90,Mr food team view must society yeah have watch hospital computer detail.
S11816,Math,90,90,Several ready claim certainly region stand financial happen party yard same water.
S06471,Geography,99,90,  
S01343,Science,49,80,Deal half particularly say state big.
S00978,Science,47,95,  
S02684,Math,56,90,Whether ask board other red forget the.
S10667,Science,79,95,Beautiful bed service newspaper again section hit rich water base.
S10015,Science,49,95,Kid while this similar size floor computer five dark job federal off rock.
S11688,English,41,-5,  
S02517,Geography,54,95,Couple record performance crime read moment hold can sometimes whom nothing option.
S02570,Geography,41,80,Item final particularly book turn themselves alone listen believe close small.
S00687,English,83,95,Medical nation nor rate cultural than remain sign she skill until.
S10518,History,88,80,Character suddenly along issue everyone people recognize enjoy recognize rich.
S05905,Geography,44,-5,North story something modern draw religious though.
S01394,English,68,-5,Day school machine investment other prepare new decision financial.
S05828,Arabic,93,-5,Western of structure reflect region American per more.
S01244,Arabic,73,100,According person minute watch strategy what hand air home PM sport.
S00162,Geography,76,100,Painting ago cell send its enter base economic school join road market.
S08239,Geography,67,90,Agreement recognize learn figure question whether everyone drive.
S05382,History,86,100,Draw trade serious evening local executive degree.
S08460,English,74,-5,Half for memory scientist maybe reduce feel occur suggest hospital share stuff environmental.
S02127,History,96,95,Behavior success sure beautiful air within least audience.
S01868,Arabic,65,95,  
S02883,Science,96,-5,Policy big to any carry upon focus light among response benefit development begin.
S00789,Arabic,59,80,  
S08872,Arabic,67,80,  
S11856,English,76,80,Own knowledge open set social word want chair point feel people.
S11559,Arabic,75,80,Capital local base prevent inside campaign wife structure effort.
S06394,Science,93,80,  
S07070,Arabic,46,100,Thought production force expect seven approach join fill writer yard include live.
S01065,Science,42,95,  
S11172,Geography,48,80,Within head ask day manager wear lose.
S07713,English,45,90,Back another sort situation memory agreement defense.
S01151,Math,51,-5,Series moment suffer sort bring picture program party leave return.
S11216,Math,83,95,  
S03656,Arabic,73,100,Baby low discuss agreement word new particularly mean crime.
S05721,Geography,61,95,Role ago although great include poor open say.
S09801,History,74,-5,Street visit consumer test team bit Congress morning war visit agree claim.
S07583,English,48,95,House leg decade hope again never us follow thank future head.
S07487,Arabic,93,-5,Top oil bill ground day knowledge Republican.
S01743,Arabic,81,90,Reality size draw apply claim high close site.
S11118,English,91,80,You often purpose reveal entire alone now strategy answer.
S09435,Geography,49,95,Tax protect investment movie news say style wrong base sport matter body state.
S08276,Science,91,80,Compare reveal rock public training TV clear bit trial better boy.
S08997,Math,64,-5,Memory shoulder strong crime such son change my election.
S01024,Geography,75,90,Chance party baby benefit executive answer measure light he better real yes.
S07350,English,65,95,Total else somebody war its impact spring.
S04578,History,75,80,Drive sport explain member determine spend statement deal next feel particular.
S07099,History,40,100,Future laugh too affect hope have sign training study red foreign nature decision.
S00969,Geography,59,80,Pass evidence around dark lawyer sell those continue close condition blood heavy foreign.
S06999,Math,59,80,Series language sport attention such arm range minute full will address after minute.
S10112,Geography,98,-5,  
S04630,Science,90,80,Identify away term book sign campaign him red five goal book safe.
S11214,History,68,95,Spend some culture down these four once knowledge.
S05188,History,70,80,Between parent professional half behavior not film exactly body join note eye respond.
S07055,Geography,84,-5,Then hotel cold fall than deal picture until.
S06409,History,89,95,Street own glass mother seek suggest car computer recent possible picture ability.
S01377,Science,85,-5,  
S08990,Science,77,80,Whose outside person Mrs citizen room leg sense industry class.
S06695,History,43,100,List board class strategy look exist few why.
S07593,Geography,84,95,Toward wish final decade television see.
S09904,Science,57,-5,Push certainly young learn at say letter pattern.
S11530,Science,86,100,Tax beyond determine success behind according myself.
S05647,English,93,100,Focus trial attention begin society learn.
S11042,Math,90,95,Partner send ground push seek movie public economic party.
S05425,English,88,80,Although cup top president interview care mouth thus model ready base campaign safe.
S09605,History,48,-5,Rate majority ever nation write need.
S05553,Science,47,80,Personal hour hair worry sign fight piece tree.
S10336,English,89,95,Level machine upon son once southern deal relate brother.
S08078,History,71,-5,Theory late begin different similar clearly fast whatever floor himself employee how year.
S04037,English,58,100,Book or course fish current idea owner.
S07222,Arabic,52,90,Good store pressure quality identify worker whether grow.
S10039,Arabic,85,100,Four authority account Mr back maybe national continue standard own site agency.
S07075,Arabic,87,100,West its fast smile seem when environmental street approach actually.
S02123,Science,53,100,Candidate language challenge article piece growth agreement turn system huge.
S00442,History,95,95,Few front man attack top election also address.
S08928,English,97,100,Father worry near contain team name.
S04865,Math,54,80,  
S07041,Math,100,95,Admit could turn employee third worry good arrive despite just.
S04085,History,83,-5,Discover state fund clear American often significant allow college hand.
S10370,Math,67,-5,Military special toward effect myself half.
S04124,Arabic,69,90,Administration would beat true cut top as.
S11653,Geography,70,100,Prevent boy pass attack man industry in past pressure.
S08801,Geography,87,100,Speak family her week light customer dream prepare remember.
S06224,English,94,100,Sometimes movement store white name baby eye goal several group compare beyond difference.
S09575,Math,70,-5,Case early range player then our begin try something fly war detail upon.
S05464,Math,97,-5,Weight student most kitchen her interest.
S11440,Math,44,-5,Society decision everything activity majority turn when suddenly research require design buy.
S03577,English,40,95,  
S10978,English,77,100,Operation sing time us white during wonder step.
S11666,English,79,100,Population now care fear month age.
S06356,History,84,95,Western sound station third hold interview stand far meeting class visit my.
S11699,Arabic,82,-5,Share close school interest song responsibility dinner because listen remain.
S06205,Science,65,80,Kind evidence wall to sing within effort fly approach subject strategy.
S04212,History,48,80,Put argue service among will other investment effort nice question.
S00520,Arabic,97,100,Hold actually number onto professor style child.
S02508,Geography,64,80,Again Democrat involve just field crime.
S01358,English,53,-5,Again tough learn soon sense visit miss mention writer image bag offer wrong.
S04873,Arabic,70,100,Meeting ability close back soldier network bit throw quality ahead still own.
S03726,History,83,90,Not account decade without trip window administration treatment never.
S03380,Science,66,100,Republican arrive financial hit stay accept piece.
S06908,English,48,95,Much about generation recently notice sure smile style many.
S03208,Geography,48,95,Source without whether PM from very.
S03341,Math,63,90,Whose administration last reach discuss whether collection another federal song star we so.
S07589,Arabic,90,100,Seat speech five field compare standard morning appear move hundred.
S06387,Geography,59,80,Spend senior us step military clearly.
S07848,Science,86,100,Gas trip event today positive ask we who civil.
S03839,Science,44,100,Alone Mrs care pretty part fact other.
S06616,History,48,80,Many how fast social off level go campaign upon.
S01475,History,67,100,Get baby lawyer huge current suffer him talk.
S00208,Geography,55,80,Stay fear interview reality agency dream.
S03749,History,68,100,Old actually north seek high often plan degree live sister TV.
S04236,Math,56,90,Eye part car break keep environment however difficult ready cup.
S11660,Geography,97,100,Report try million couple what food real explain individual.
S09392,History,58,90,Forget fund per popular national executive foot certain necessary his.
S01280,History,97,100,Necessary ten ball way story people base clearly some population often money past.
S06704,English,79,90,Test station have guy run help author.
S07294,Science,79,-5,Soldier begin church have like memory official better put hospital whom.
S09870,History,59,90,Dream yard think deep region natural thousand idea card common him out.
S08158,Arabic,67,80,Certain matter indeed last and operation rock right husband commercial.
S03739,Math,53,95,Magazine central pull agent but clear wish.
S01451,English,71,95,Family cost skin live method campaign that born significant process offer maintain.
S10149,Math,86,95,Resource parent level size play best training interview.
S04187,Science,67,95,Because these ten successful agree property soldier vote.
S02220,Math,56,95,Financial candidate political politics institution relationship adult impact these one carry class.
S07039,Math,100,95,Economic nation deep explain bad anything do car sell offer than during reason.
S01359,English,87,80,Word shoulder meeting bad law business cultural mission research social.
S00154,Science,77,90,Case ahead last time me than.
S10398,Arabic,44,100,Participant scene newspaper paper event detail still analysis provide.
S06223,History,55,95,Rise fish player the actually suddenly begin.
S04922,History,83,90,Should reflect wonder collection huge walk only any less value director certainly.
S00243,English,70,95,Nothing number laugh sense find president style.
S05003,Science,50,90,Here leg set space some leg value upon herself stand organization black.
S04703,Arabic,67,-5,Network certain keep newspaper environment far.
S07184,Geography,47,95,Speech third around free majority player pattern last because force.
S03872,Arabic,87,80,Team including consumer choose wife third professional enter.
S08053,Science,64,95,Mother right east hair its skin statement easy face education opportunity whatever exist.
S06438,English,86,90,Use top successful head ground grow discover research society.
S02642,Science,41,80,  
S01335,History,55,-5,Member fire church season fly site popular be participant.
S08385,English,81,100,Benefit environmental develop drug rule size blue practice serve knowledge scientist day professor.
S06245,History,69,-5,Alone child mouth enough two scene.
S01495,English,93,80,Evidence fly heavy without in change tonight house prepare discuss.
S02467,Math,44,-5,Public six produce campaign president avoid listen themselves specific my sport Democrat.
S01808,Science,43,80,Fear late economy wonder fine player about sit difference participant stay today professional.
S07938,Geography,98,-5,Party official good else green eye several exist provide upon provide.
S11985,Arabic,98,90,Those single hundred keep war project Mr fish claim something finally nation.
S01197,History,56,-5,  
S01361,Science,47,-5,Reach situation today environmental head move near and administration.
S02330,Geography,80,-5,Up add fill movement opportunity fly knowledge professional amount history sit.
S11913,Arabic,90,90,Quality simply off travel animal woman.
S07588,History,84,100,Sound rule current another rock recently.
