student_id,subject,assignment_name,due_date,status,grade_feedback,guardian_signature
S11594,Geography,Your out.,2024-10-28,pending,C-, 
S09963,Geography,Song three.,2024-10-16,✅,D, 
S00376,Geography,Guy take arrive.,, Done ,A,Yes
S10575,Science,Sister at reach.,2024-12-31,✅,D, 
S10232,English,Beyond reflect often most.,2024-11-26,not done,C, 
S06126,Geography,Difference report.,2024-10-27,❌,C,Yes
S10795,Science,Right family artist.,,✔,B, 
S00346,History,Prevent space weight assume.,2024-09-16,✔,C-, 
S07531,Science,Meet marriage six.,,not done,B, 
S06713,Math,Consider sea.,2024-12-06,✔,D,Yes
S09414,Math,Reason glass kind.,2025-02-05,not done,F,No
S06973,History,Suffer stock.,2025-01-12,✅,C-,No
S11735,Math,Cut society consumer.,2024-11-05,❌,B-,No
S09646,English,Theory.,2024-12-29,❌,D,Yes
S06106,Math,Detail us.,2024-12-19,✅,C,No
S08619,Geography,Responsibility central.,2025-01-11,pending,D,Yes
S11069,Arabic,Mention significant.,2025-01-31, Done ,A, 
S05403,Math,Always site daughter experience.,2025-03-09,✔,F, 
S07897,History,Phone whom if.,,✔,A+,Yes
S01366,Arabic,Speech for subject.,2024-09-08,not done,C-,Yes
S04377,Geography,Admit similar sit.,2025-02-18,✔,A+, 
S00802,Geography,Which suddenly.,2025-02-18,❌,A, 
S08017,Arabic,Say what.,2024-10-24,❌,C, 
S10983,History,Exist can western.,,✔,C-,Yes
S09370,Math,Executive lose.,,not done,B-,No
S04386,Math,Beat few.,2025-02-19,✔,B-,No
S04189,Math,Main travel.,,pending,A+,Yes
S09928,Math,Join place each.,2024-11-22,pending,A+,Yes
S04791,Science,Whatever decide himself alone.,2025-03-09,✔,A+, 
S01425,English,Only national.,2024-11-14,not done,A, 
S10305,History,A develop.,2025-02-05,❌,D,No
S10961,Arabic,Environmental student.,2024-09-29,❌,C-,Yes
S03673,History,Majority.,2025-03-01,not done,B,Yes
S04803,Math,Military really.,2024-11-19,❌,C,No
S10070,History,Audience type sign.,2024-12-03, Done ,C,Yes
S05423,English,Discussion might eight.,,pending,C-,Yes
S10205,Geography,Subject have play.,2024-11-16,not done,C,No
S01040,Geography,Job along one.,2024-11-15,✔,A+, 
S06663,History,Several each.,2024-11-29,✅,A+, 
S04435,History,Than wear professional prevent.,2024-11-24,✔,C-, 
S01648,Arabic,Always student strong.,2024-09-13,not done,B,No
S08820,Science,Type hospital others.,2024-09-20,❌,C-,Yes
S11066,History,Live movement.,2024-11-03,not done,C-,No
S05222,History,Our.,,not done,B-,No
S03620,History,Important product.,, Done ,C-, 
S08748,English,Last behind government beautiful.,2024-11-25,✅,C-,No
S04337,Geography,Mention pattern.,2024-09-12,❌,D, 
S01517,Arabic,Nice capital effort.,2025-01-23,✔,A+,No
S12144,English,Painting.,2024-10-13,✅,C,Yes
S04118,English,Mission line.,,✔,A+,Yes
S10784,Arabic,Contain minute like.,2024-11-25,❌,B-,No
S11651,Geography,Here worry moment.,2024-11-10,✅,D,No
S09680,Arabic,Any marriage.,2024-10-30,not done,C-,Yes
S01525,Arabic,Enough establish.,,pending,B, 
S01480,Math,Newspaper role.,,❌,D, 
S11022,Geography,Rise student.,2024-10-13,✔,A,No
S01925,Geography,Budget fund Mrs.,2024-11-25,✔,B,Yes
S01571,Geography,Us system.,,pending,F, 
S06803,Arabic,Capital color this.,,❌,F,Yes
S11925,English,That decision.,2025-02-21,not done,A+,Yes
S10691,History,Issue resource.,2025-01-15,not done,F, 
S04596,English,Manager within two.,2025-01-25,✅,B-, 
S00066,Arabic,Use.,2025-03-04,not done,A+,Yes
S00173,Arabic,Power soldier.,2025-01-15,✔,D, 
S06724,English,Issue member parent.,2024-12-22,not done,A+, 
S11227,English,Else move article.,,❌,A+, 
S02979,Geography,However almost.,,✅,A+,Yes
S01296,Geography,Director others include agency.,2024-11-30,✔,F, 
S04483,English,Live thus.,2024-10-14,pending,C-,No
S05253,History,Responsibility reveal them.,2025-02-09, Done ,D, 
S01380,Science,Matter region.,2024-09-17,❌,F, 
S12035,History,To wonder.,2024-10-02,not done,F,No
S11282,Geography,Important mother.,,❌,C-, 
S05531,Math,Director dinner result.,2024-09-17, Done ,A+,Yes
S03301,Science,Reality difference network.,2024-09-09,✅,F,No
S00486,Geography,Dinner against hit.,2024-10-06,❌,B,No
S04868,English,Avoid maintain.,2024-12-20,not done,C, 
S09416,English,Reduce baby civil dark.,2024-12-01,✅,F,Yes
S08066,English,He less idea.,2025-01-14,❌,A+,Yes
S10957,History,White feeling for.,2024-09-20, Done ,A,Yes
S02803,Math,Voice item.,2025-03-08,✅,F, 
S10442,Arabic,Mrs product box.,,❌,B,No
S05652,Math,Measure partner.,2024-09-28,✔,A+,Yes
S01185,History,Tell people.,2024-10-13,pending,A+,Yes
S06867,Science,Partner can outside.,,✔,F,No
S11142,Arabic,Seek computer behind.,2025-02-06,❌,C-,No
S05998,Science,Quality radio when.,2024-10-21,❌,A+,No
S06061,Science,Team put.,,✔,B,Yes
S03237,Arabic,Well simply keep.,,not done,C, 
S05655,Geography,Lose certainly.,2024-09-17,pending,B-,Yes
S05543,Science,Eye west another crime.,2024-09-17,not done,B-,Yes
S01963,History,Three trial everyone.,2025-02-03, Done ,F, 
S11528,Math,Partner father.,2024-11-01,✔,B-, 
S01409,English,Stock build which.,,❌,A,Yes
S08926,English,View kind.,,✅,D,Yes
S09122,Arabic,Begin.,,pending,F,Yes
S10821,Arabic,Think manage international.,2025-02-26,not done,A+,No
S04544,Geography,A.,2024-12-12,✔,A,No
S07730,Geography,Across month own.,2024-09-24,not done,C,Yes
S05650,Geography,Seek major.,2024-12-23,✔,A+,No
S04852,Math,Mr big help pretty.,2025-02-13,not done,A,Yes
S10167,History,Maintain move.,2025-01-24,not done,B,Yes
S00241,English,Those mission operation.,2025-02-20,✅,C-,No
S07987,Arabic,Herself yes.,2024-12-01,not done,B-,No
S04082,Math,Several loss majority.,,not done,A+,No
S05786,Arabic,Here many.,,pending,B,Yes
S06971,Arabic,Page various same.,2024-12-20,✔,D, 
S10704,History,Individual late statement.,2024-10-09,❌,B-,No
S04900,Geography,Price senior ground.,, Done ,B,Yes
S08409,English,Look reason.,2024-10-18,✅,A+,No
S01168,Science,Within build.,2025-03-01,✅,A+, 
S05660,History,Technology especially answer.,2024-10-17,pending,C, 
S03699,History,Establish ability.,,✅,F,No
S01794,Geography,Hospital develop.,2025-03-02,✅,D,Yes
S07712,Arabic,Federal subject during.,2024-11-07,❌,B,Yes
S06421,Arabic,Read artist.,2025-02-17,✔,C-,Yes
S06363,Science,Their reduce.,2024-12-21,not done,F, 
S02571,Geography,Long market experience front.,2025-02-18,pending,C,No
S03905,Science,Total because.,, Done ,D,Yes
S06336,History,Store production.,, Done ,D,Yes
S04334,Arabic,Bit own new.,2024-10-08,pending,B,Yes
S11019,History,Know push.,2025-02-19,✅,A+,Yes
S04604,History,Doctor rate phone.,2025-01-06,not done,C-, 
S12142,Arabic,Compare.,2024-10-17,✔,B-,Yes
S09918,History,Especially reflect.,2024-10-16,❌,A+,No
S03377,Arabic,Skill against per situation.,,not done,A+,Yes
S01810,Arabic,Military stay.,2024-10-07,not done,C,Yes
S07749,Arabic,Total girl upon.,2025-03-09, Done ,B-,No
S10464,Arabic,Age between.,2024-12-15,pending,B-, 
S02883,Arabic,Country.,2024-09-11,not done,C, 
S02553,Geography,Station parent early.,2024-12-28, Done ,C, 
S07441,English,Officer.,2025-02-26,pending,B,Yes
S07479,English,Hand with fall.,2024-11-16,not done,A+, 
S06038,English,Trip draw deep fine.,2024-11-28,❌,F,No
S10829,Arabic,Provide long point agree.,2024-12-20, Done ,F,Yes
S11220,Math,Often great.,2025-02-25,❌,C-, 
S04707,Arabic,Country.,,✅,C-, 
S06696,English,Child information blood.,2025-02-15,pending,B,No
S04586,Science,Gas very law.,2025-01-16,✅,B-, 
S11803,Math,Something its often.,2024-09-26,✅,B-, 
S10288,History,Worry now.,2024-10-21,✅,C,No
S00829,Math,Difference rate.,2024-11-16,❌,D, 
S12019,Geography,Like fill instead.,,pending,F, 
S04137,Arabic,Oil civil among.,,✅,C-,No
S11941,Arabic,Clear.,2024-12-07,pending,C-, 
S11293,History,Still seven similar.,2025-01-20,❌,A+, 
S10187,Arabic,Yard allow identify.,, Done ,C, 
S00257,Arabic,Wonder help room indeed.,,✅,A,No
S09188,Geography,Material car.,2024-12-31,❌,A+, 
S11694,History,Where imagine.,2024-11-28,pending,D,Yes
S04373,History,Break table make interesting.,2025-02-19,✔,C-,No
S02612,English,Meet.,,✔,B, 
S10258,History,Player question read.,2024-10-21,pending,C-,Yes
S09054,Arabic,Sport live.,2024-11-23,✔,C, 
S08907,Math,Federal begin.,2025-01-10,✔,B-, 
S01680,Geography,This job.,2025-01-29,❌,B-,No
S07906,Geography,Company so.,,✔,A+, 
S11930,English,Social his despite.,2024-10-05,❌,D, 
S01491,History,Community myself whole.,2024-10-21,✅,B,Yes
S10516,History,Travel many close.,2025-03-05, Done ,D, 
S03250,English,Building despite have.,2025-01-26,❌,B, 
S05667,English,Determine above.,2024-11-12,✅,C-,No
S12068,Math,Discover tax need.,2024-12-09,❌,C, 
S09112,Geography,Way dream.,2024-09-19,not done,C-,No
S07559,Science,Campaign various.,2024-12-20,✅,A+, 
S01568,Geography,Party fly dog.,,❌,D,Yes
S06881,History,Sell heavy.,2024-10-31,pending,C,No
S04519,Science,Budget natural left.,2025-01-04, Done ,A+,No
S07926,Geography,Face clear.,,❌,A+, 
S09662,Science,Action beyond.,,✔,B,Yes
S07460,English,Of response grow.,2024-12-19,not done,A,Yes
S08250,Geography,Seat bad next.,,✅,D,Yes
S04015,Science,Team.,2025-01-05,not done,B,No
S03947,Geography,Reach probably pattern.,2024-10-08,pending,F,Yes
S02270,English,Piece remember.,2024-09-29,pending,A+,Yes
S02304,Geography,Often technology future.,,✔,C,No
S05133,Geography,Process hand risk.,2024-11-12,not done,F,No
S02018,Math,Garden list attack.,2024-10-12, Done ,C,No
S05439,English,Report.,2025-01-07,pending,A+, 
S02743,Geography,Game pick evening.,,✅,C-, 
S03031,Geography,Third if should.,2025-02-15,✔,F,Yes
S10592,English,Pressure chance small.,2025-03-07,✅,A+,No
S04054,Arabic,Animal either federal.,2025-02-02,✔,F,Yes
S06907,Science,Be.,,✅,D,No
S04702,Arabic,That feel son.,2025-02-01,not done,C,Yes
S04512,Science,Purpose front.,2024-12-18,❌,A+,No
S10861,History,Player rich.,2025-02-16, Done ,A,No
S11242,History,Hold base.,2024-11-21,pending,B,Yes
S06551,Science,Way international room.,2024-12-01,not done,F,Yes
S02391,Geography,You campaign.,2025-02-09, Done ,D,No
S01624,English,Training present.,2025-02-06,not done,B,No
S05946,History,Ground far.,2024-10-19, Done ,A+,Yes
S05588,English,Check head whole.,2024-10-09, Done ,F,Yes
S07257,History,Of while.,2024-11-02,not done,D,No
S09734,Science,Low difficult.,,not done,F,No
S07467,English,Personal hot side.,2024-12-07,pending,C-,No
S11451,Math,Bit.,2024-11-25,❌,A+,No
S03444,History,Us what.,,✔,B-,No
S03058,Arabic,Him remain two.,2024-10-30,✅,C,Yes
S10755,Geography,Major gas.,,pending,C, 
S05987,English,Program moment.,2025-02-14,pending,F,Yes
S08952,History,Next.,2024-11-18,pending,B-, 
S02808,History,Medical sell.,2024-09-19,❌,C-,Yes
S02549,Math,Focus end these.,,✅,B-,No
S00617,Science,Will take.,2024-12-22, Done ,B, 
S06456,English,Road her.,2024-10-05,pending,A+,No
S09444,Math,Crime charge information.,2024-10-27,✔,A+, 
S10109,Science,Republican why sound.,2025-01-05,pending,B-,Yes
S01183,English,Girl not.,2024-12-15,pending,F, 
S03302,Science,Executive president.,2024-11-18,❌,D,Yes
S01707,Geography,Then fly.,2025-02-21,✔,F, 
S04988,Math,Fight pattern above.,, Done ,A,No
S01396,History,Most dinner voice gas.,2025-03-06,✅,C, 
S04592,Geography,South hospital quality.,,❌,B,No
S11006,Arabic,Go film.,,not done,A+, 
S00111,Math,Issue painting time.,2025-03-09, Done ,B-,No
S08327,Geography,Realize boy.,2024-11-23,❌,A+,No
S01154,Math,Listen plan fill.,2025-02-09,✅,B-, 
S04443,English,Both feel.,,❌,D, 
S11455,Arabic,West treat fine our.,2024-12-31, Done ,A, 
S04120,English,Far at some.,2024-11-10, Done ,D,Yes
S01389,English,House minute.,2024-12-10,✔,C,Yes
S08690,Science,Stuff pick.,2025-03-08,❌,C,Yes
S10933,Arabic,Ahead apply ready through.,2024-11-15,pending,D, 
S08300,Arabic,Reality economic.,2024-12-21,not done,C, 
S03556,Geography,Realize least.,2024-11-04,pending,A+,No
S07231,History,Heavy bag foreign.,2025-01-29,✔,A+, 
S11868,Math,Imagine threat free.,2024-11-06,pending,A,Yes
S01351,Math,Ahead son.,2025-01-26,✔,D,No
S02426,Science,Box recognize door.,2024-10-27,not done,B, 
S10706,Geography,Inside water system.,2024-12-02,✅,C-, 
S01970,Math,Piece card.,2024-10-01,❌,D,Yes
S06239,Geography,Five out.,2024-11-24,not done,D,Yes
S04174,History,Occur fish.,2024-12-19,✅,B-,Yes
S09805,English,Process cover necessary.,2025-01-20, Done ,B-, 
S09924,Science,End light.,2024-10-17,not done,A,No
S04113,Arabic,Want company consider surface.,2024-12-11,✅,F,No
S01407,Arabic,Nation professional.,,✔,C, 
S08297,Math,Hear hundred.,2024-11-12,pending,C,No
S01862,History,Because off.,2025-01-25, Done ,D,No
S10728,Math,Room he cell.,2024-11-04,not done,A+,No
S01896,Math,Step remember.,2025-01-20,✅,A,No
S10145,Math,On family.,2025-01-04,✔,B,Yes
S00151,Science,Development there.,2024-10-30,✅,F,No
S10505,Arabic,Position.,2024-09-24,✅,B-,Yes
S01149,Science,Set bed.,2024-11-11,❌,A+,Yes
S01768,Math,Sell body.,2024-11-02,not done,F,No
S02993,Math,Sort low your change.,2024-09-17,✅,C-, 
S09187,Arabic,Practice second.,2024-10-21, Done ,F,Yes
S00435,Arabic,Worry possible better trade.,2024-12-18,not done,D, 
S02928,Geography,Amount quite.,,not done,A,Yes
S00076,Arabic,Speech spend now.,2024-10-07,✔,B-,No
S04017,Science,Stuff seem.,2025-01-05,✅,F,Yes
S04514,Arabic,Fast wait like.,2025-02-14, Done ,F, 
S02788,Math,Side teach.,2024-12-07,❌,C,No
S11208,Science,After enough charge.,2024-11-02,not done,C-, 
S07398,Math,Answer issue site.,2024-12-24,❌,A+,Yes
S02677,History,Yeah cost someone.,,❌,C-,No
S05198,Arabic,Put quality.,2024-12-20,pending,F,No
S05173,English,Scientist resource with.,2025-03-08,❌,C,Yes
S05030,Geography,Animal available.,,pending,A, 
S06376,Math,Table bag.,2024-10-13,not done,C-,Yes
S07792,Math,Trial.,,✅,B,Yes
S04959,Arabic,Over parent.,2024-11-14, Done ,A+,No
S06527,Geography,Sea me.,2024-10-15,pending,C-, 
S11970,Math,Own figure bed.,2024-10-18,pending,C,No
S04119,Science,Official treatment.,,✔,D,Yes
S08551,English,Item enter.,2024-12-16,✔,F, 
S02882,Math,Author itself nature.,,✔,C, 
S01455,Math,Eat beyond hold.,2024-11-29,✅,C,No
S06151,Geography,Story our spend.,,pending,B, 
S10196,Arabic,However.,, Done ,F, 
S03333,English,Add three amount candidate.,2024-11-06,pending,A+,No
S10207,English,These down.,2024-10-09, Done ,B, 
S03737,Arabic,She along particular.,2025-02-02,❌,A,Yes
S11150,Math,Into great.,2024-11-04,✅,C, 
S08156,Arabic,Late miss game.,,not done,C, 
S02565,Science,Once trade read.,2025-02-15,✔,B-, 
S11014,Geography,Much need.,,pending,F,No
S06505,Arabic,Situation head.,2025-01-17, Done ,B,No
S01323,English,Finally paper.,2024-11-22, Done ,B-,Yes
S08986,English,Reduce meet total.,2024-12-19,✔,C-, 
S08472,Arabic,Record because institution yourself.,2024-12-09,pending,F, 
S10639,Science,Tax day rise.,2025-01-05, Done ,F,Yes
S03538,Arabic,Else president data.,,✅,C, 
S05243,Science,Deep both.,,pending,A+,Yes
S08624,Arabic,Hospital level field.,2024-12-13,pending,B-,No
S00739,Math,Moment whose consider.,2025-02-16, Done ,C,Yes
S01347,History,Century do way.,2024-11-12,✔,B-, 
S02335,Math,Scientist Mr.,2025-01-28,✅,D,Yes
S02327,English,Relate beat.,, Done ,A+, 
S10941,Math,Media thousand article.,2024-09-13, Done ,A, 
S09353,Science,Author real.,2025-03-04,✔,A+,Yes
S10814,Geography,Radio try.,2024-12-01,✅,C-,Yes
S08537,Math,Religious performance become.,2025-02-25,❌,C-,No
S10094,History,Modern argue.,2024-09-29, Done ,B-,No
S08045,History,Sure report officer change.,,✅,A+,No
S08609,Arabic,Team president.,2024-12-18, Done ,A+, 
S03315,History,Under agent far.,2024-10-08,✔,C-, 
S03824,Science,Billion table.,, Done ,B-, 
S05112,Math,School you.,2024-10-24,✔,C, 
S01961,Math,Each expect guess.,2024-12-27,❌,B-, 
S02250,Science,Start cell.,, Done ,C-,Yes
S10610,Arabic,Mention purpose five.,2024-12-09,pending,B-,No
S07758,Science,Rich interview debate.,2024-10-26,✅,F,Yes
S05004,History,Very pretty.,2024-11-22,✅,B-,No
S11728,Math,Alone movie.,, Done ,B,No
S06977,Geography,National hear morning operation.,2024-12-16,✔,F, 
S02311,Arabic,Foreign really early.,,❌,B,No
S02168,Math,Just number.,, Done ,C-,Yes
S08340,History,Lot water threat.,2024-10-15,pending,C,No
S07896,Math,Cost size.,,✔,B-, 
S03750,English,Message parent box.,, Done ,C-, 
S06937,Science,Project task.,2024-12-20,✅,C-, 
S07633,Arabic,Knowledge company.,2025-02-03,not done,F, 
S01840,Arabic,Figure despite.,,pending,C-, 
S10862,Math,Agree box.,2025-01-23,✔,A+,Yes
S04004,Math,Ago pressure.,2024-11-30,✅,A+, 
S00716,Geography,Table hit yard.,2024-11-24,❌,D,Yes
S00912,Geography,Part natural.,2024-09-23,not done,F,No
S06734,Geography,Push as billion.,2025-01-28,❌,A,No
S09391,Science,Watch suffer final.,,✅,A+,Yes
S07341,History,Land similar rest.,2025-01-01,✔,C, 
S03252,Math,Assume federal.,,✅,C,No
S11147,Science,Wide letter.,2024-09-26,✔,C-, 
S10238,Geography,Owner history.,,❌,B-, 
S11583,History,Enough.,, Done ,F, 
S09382,Arabic,Spring paper owner.,2025-01-28,❌,C-,Yes
S06011,Arabic,Soon wind to list.,2024-12-04,✅,C-, 
S09422,Arabic,History party.,2025-03-04,not done,B-,No
S11962,Science,Mission performance write stuff.,2025-03-01,✔,A, 
S02597,Math,Education improve always.,2024-11-13,not done,D,Yes
S09617,Science,Fish animal brother.,2025-01-16,✅,A+,Yes
S11595,History,Even sure.,2025-02-04,✔,B,Yes
S03677,Math,Director every thank.,2025-02-15,not done,B,Yes
S03408,Math,Put civil.,2025-02-17, Done ,C-, 
S04340,History,Store bar.,2024-10-26,✔,C-,No
S04928,Science,Catch worry can.,2025-02-05,✅,D,No
S10588,History,Successful matter hear.,, Done ,A,Yes
S02887,Science,Knowledge nation modern.,2024-11-19,✅,D,Yes
S09483,Arabic,Born seat.,2025-01-13,❌,D, 
S04529,Arabic,Season must idea.,,✔,C,Yes
S11197,Science,Various authority.,2025-02-23,❌,C,Yes
S01578,Math,American back recently.,2024-11-18,✔,A+,Yes
S02558,Arabic,Conference style.,2024-09-17, Done ,D,Yes
S00580,Geography,Share election.,2024-11-26,not done,D, 
S00701,Math,Article region.,2025-01-05,❌,D,No
S07568,Science,Left science candidate.,2024-11-04,✔,A, 
S11893,English,Machine southern human.,2025-02-10,✅,C,No
S10528,History,Accept pull.,2025-01-06,❌,A+, 
S06631,History,Majority detail.,,not done,A+,Yes
S07195,Math,Kind guess collection.,2024-11-19, Done ,A+,Yes
S04699,History,His right.,,✔,D,Yes
S00797,English,Perhaps economy.,,✔,A,Yes
S03213,English,Mission goal.,2025-02-28,pending,A+, 
S08267,English,Statement lead.,2025-02-25,✅,F, 
S07374,Arabic,Themselves everybody.,2024-11-15, Done ,C-,No
S06209,Science,True inside store.,2024-12-17,✔,A, 
S00117,Arabic,Middle get.,2024-10-22,✅,C-, 
S09720,English,Color develop.,2024-09-29,not done,B-,Yes
S10219,Geography,Suffer.,,✔,A, 
S05480,English,Scientist nation.,, Done ,C,No
S05694,Geography,Measure indicate cup.,, Done ,A+,No
S11921,English,Huge right wonder.,2025-01-23,pending,C-,No
S03427,Math,Have actually.,2024-11-08, Done ,C,Yes
S08631,Geography,For matter.,2024-12-05,✅,C,No
S00049,English,Across teach build.,2024-11-23,pending,C,Yes
S10111,Science,Paper woman fly feeling.,2024-10-04,not done,A+, 
S03420,Arabic,Establish all allow glass.,2024-10-13,✔,B,Yes
S11154,Geography,Like herself direction.,2025-01-30,✅,A+,No
S00910,Science,Give time.,2024-12-01, Done ,F,Yes
S11507,Arabic,Rate north.,2024-11-16,not done,A, 
S01903,Geography,Take idea blood.,2024-11-27, Done ,B,No
S09550,Geography,Public must.,2024-11-04,✔,A+, 
S07537,English,Hear western far.,2024-10-26,❌,B, 
S04835,Arabic,Budget side though space.,2024-09-08, Done ,F, 
S04447,History,Property.,2024-09-13,❌,D,Yes
S00929,Arabic,Too truth.,2024-10-09,✅,F,No
S03522,History,Others choice.,,✅,A+,Yes
S03100,English,Think generation.,, Done ,B,Yes
S09463,English,Perhaps professional.,2024-10-21,pending,A+, 
S11895,English,Story discussion left.,2024-12-23,✔,B,No
S07146,Math,Fear move far from.,2024-10-24,✔,A,No
S10534,English,Glass difference set.,2024-11-25,not done,C-,No
S10477,English,Head mission man manager.,2025-01-15,pending,D,Yes
S07060,Math,Another determine.,2025-01-04,✔,B-,No
S02698,Geography,Ask add.,2024-10-07, Done ,B,No
S03013,History,May bag give.,2024-11-27,❌,C-, 
S05809,Science,Few fish fish.,,not done,C, 
S11445,Math,Job actually.,2025-01-30,✔,D,No
S05289,Science,As if.,2024-10-18, Done ,A+, 
S03072,Math,Performance share.,,❌,C-,No
S10727,Geography,Chair long realize.,2024-11-23,not done,B,Yes
S10322,Geography,Occur job peace.,,❌,A,No
S06364,Geography,Similar security.,2025-01-14,✔,B, 
S10492,History,Contain maintain four material.,2024-09-09,✅,A, 
S03674,Arabic,Task author size.,2025-03-08,not done,A+,No
S04312,Science,Agent only.,2024-11-11, Done ,C,No
S05722,History,Computer son.,2024-11-09,❌,A+,Yes
S12081,Geography,He owner be.,2024-10-08,not done,A, 
S09660,Science,Daughter sometimes idea.,,✔,A+,No
S09894,English,Shake campaign argue.,2024-11-08,❌,A+, 
S04077,History,Paper any focus.,2025-02-21, Done ,C-,No
S09992,Science,Story occur itself.,2024-10-12,❌,B, 
S06257,Geography,Return contain degree.,2025-01-15,not done,C,No
S02473,Arabic,Six cup.,2024-09-14,not done,B,Yes
S09965,Arabic,Growth field.,2024-12-09,not done,C-,No
S11570,Geography,Bed job development onto.,2024-11-16,pending,D,Yes
S11139,English,Mrs do represent local.,2025-02-23,✅,B, 
S02122,History,For capital majority.,2025-02-07,not done,A+,No
S10848,History,Region begin.,2024-12-20,not done,A+,Yes
S00020,Science,Crime simply measure.,2024-09-22,✔,C-,Yes
S00561,English,Discover price new.,2024-10-09,pending,B-,Yes
S02537,Arabic,Up offer evidence.,, Done ,C-,No
S03906,Science,Heavy tough.,2024-11-18,pending,D, 
S10774,Arabic,Still light live.,2025-03-04,✔,F,Yes
S08592,Math,Cup grow look.,2024-09-11,❌,F,No
S04848,Arabic,Note think.,, Done ,B-,No
S05981,Arabic,Whom catch might.,2024-12-05,✔,C-, 
S10944,Math,Item position.,,✅,C-,Yes
S08382,Science,Ask whom question.,2024-11-22,❌,D, 
S08850,History,Interest conference government.,2025-03-06,✅,B-, 
S10016,English,Pm physical get.,,not done,A,Yes
S08875,Science,Coach determine you.,2025-01-25,✅,B-,No
S07431,History,Range day stay.,2025-01-23,pending,D, 
S03483,Geography,Building business.,,❌,A+, 
S04569,History,Region born.,2025-02-04,✔,B-,No
S08452,English,Imagine.,2025-02-20,not done,A+, 
S10186,History,Seek newspaper.,2025-01-15, Done ,B-, 
S10339,Math,Tend thing.,2025-01-31,not done,C,Yes
S09746,Geography,Possible this four.,2024-09-20,not done,A, 
S00348,Geography,Teacher.,2025-03-08,✅,B-,Yes
S07468,Science,Lose line behind.,,✅,C-, 
S05928,Arabic,Place start must.,,pending,D, 
S06890,Geography,Three sit enjoy.,2024-12-28,not done,C,Yes
S06727,Geography,Present way.,2024-12-29,✅,A,No
S08561,Math,Age.,2025-01-31,✔,A,No
S07615,Arabic,Eight less minute.,2025-02-28,✅,A, 
S01721,English,Matter war financial.,2024-11-15,pending,C-, 
S10578,Science,Sit business time.,,✔,B-,No
S08618,Geography,Eye final enter.,2024-11-27,❌,D,No
S05546,Geography,Lose politics.,2025-02-10,pending,A, 
S06622,Arabic,Travel likely memory.,2025-02-19,✔,A+,No
S05347,English,Value behavior.,2024-11-04,✅,C-, 
S01276,Science,Analysis.,2024-10-20,not done,A, 
S04623,Science,Ever forget ten.,2025-01-24,✔,B,Yes
S05221,Science,Far memory though.,2024-12-06,✔,A,Yes
S03098,Geography,Home argue.,2025-02-25,✔,B,No
S06158,Geography,Determine peace degree.,2024-09-17,pending,B,Yes
S08565,English,Structure determine pick.,2025-01-21,✔,D,Yes
S02283,English,Red nothing.,2025-01-24,✔,B-, 
S06900,Arabic,Each paper.,2024-11-20,❌,A+,No
S07616,Geography,Everyone option agent.,2024-12-22,❌,A+,Yes
S08713,Geography,Including student project.,2024-10-26,✅,C,No
S02589,History,Television face possible.,2024-11-18,✅,D,Yes
S05829,Math,Hair method.,,not done,A+,Yes
S11587,History,Stand teach.,2025-02-03, Done ,D,Yes
S02795,Science,Hand.,2025-01-09,✔,F,No
S05952,English,Call today accept you.,,not done,D,No
S07047,Science,Human majority shake.,2025-01-09,pending,D,Yes
S01951,Arabic,Then garden.,2024-11-21,✔,B-, 
S07900,Math,Condition behavior like.,2024-12-12,✔,A, 
S03432,Math,Affect color water.,2024-10-23, Done ,B-, 
S00477,English,Help course.,2025-03-03, Done ,A+, 
S01344,English,All cost.,2025-02-16,❌,B,No
S11688,Science,Use data.,2025-01-04,❌,B-,No
S08254,Geography,Hand toward military.,2025-02-01,not done,A,No
S11344,English,Look staff world.,,❌,A+, 
S10448,History,Space situation institution.,2025-02-04,✔,C-,No
S02588,Science,Strong through PM.,2024-12-16,✔,C, 
S10121,English,Low study eye.,2024-12-22,✔,A, 
S00780,Math,Value born front.,2025-02-23,❌,A+, 
S05904,Geography,Call oil reveal human.,2025-02-01,pending,C-,No
S06297,Science,Art big nothing.,2024-11-17,not done,F,Yes
S07182,Math,Contain world.,2024-11-14, Done ,C,Yes
S01352,Science,Themselves me hear.,2024-12-19,❌,F, 
S03658,Geography,What son.,,not done,B-,Yes
S08436,English,Fire remain tonight.,2025-03-06,not done,A, 
S05179,English,Compare.,2025-01-05,pending,C-, 
S07005,English,Open candidate figure.,2024-11-08, Done ,F,No
S06062,Arabic,Executive health.,2025-02-22,not done,D,Yes
S05699,Geography,Hold life.,2024-10-29,pending,D,No
S09597,Geography,Trip source drop.,2024-12-10,not done,C-,No
S06314,History,Manage.,2024-12-31,✅,A+,Yes
S09936,Geography,Teach land.,2024-09-19,✅,C-,No
S11448,Arabic,Finally any.,2024-12-29,✔,C,No
S03904,Math,Religious yes enough.,2024-10-02,❌,B, 
S02893,Arabic,Federal floor design.,2025-01-28,✔,C-,No
S06743,History,Really reason.,2024-11-11,✅,B,Yes
S04651,Arabic,Imagine director however.,2025-02-28,✔,C,Yes
S07763,Math,Whose up effect.,,✅,C-, 
S09385,Math,Then treatment.,2024-12-13,✅,A,Yes
S09808,Geography,Put her.,,✔,F,Yes
S00835,Science,Window unit.,2024-09-25,pending,B,No
S02436,Math,Wife whole room rather.,2024-12-15,✅,C-,Yes
