student_id,date,subject,attendance_status
S10142,2024-12-02,History,absnt
S03194,2024-05-11,English,excused
S05206,2024-03-29,Math,left early
S01310,2025-01-19,Geography,left early
S05657,2025-01-02,English,Late
S01443,2024-09-17,Science,Late
S08573,2024-08-17,English,PRESENT 
S05029,2025-01-28,Arabic, late
S01768,2024-06-02,Geography,Late
S05808,2025-01-04,English,Absent
S10445,2024-08-03,Geography,Present
S05085,2024-11-12,Science, late
S04157,2024-09-08,English, late
S09333,2024-09-04,Arabic,absnt
S09322,2024-09-16,Arabic,absnt
S02296,2024-10-01,History,Late
S01957,2024-07-16,History, late
S00012,2024-05-04,Geography,left early
S00424,2024-03-24,Science,PRESENT 
S11358,2024-10-23,Geography,Late
S10335,2024-08-30,Arabic,Absent
S04291,2024-08-21,Arabic,excused
S09981,2025-03-05,Geography,PRESENT 
S03452,2024-10-01,History,Late
S11882,2024-06-04,Arabic,excused
S11766,2024-09-17,English,absnt
S01399,2024-10-22,Science,Late
S07798,2024-05-10,Arabic, late
S08044,2025-03-04,History,Present
S07312,2024-11-30,Geography,excused
S12005,2024-12-19,English,left early
S08201,2025-01-13,History, late
S10895,2024-11-03,Science,Present
S05778,2024-05-17,Science,absnt
S10913,2025-02-07,History,Absent
S03824,2024-10-21,Math,excused
S10313,2024-10-28,Geography,Late
S07358,2024-06-08,Geography,absnt
S09781,2024-07-28,Arabic,PRESENT 
S04791,2024-04-13,Science,excused
S02475,2024-03-29,English, late
S05563,2024-12-08,Geography, late
S05196,2024-03-25,Math, late
S03669,2024-04-25,Math,absnt
S01108,2024-04-21,Geography, late
S03632,2024-11-24,English,PRESENT 
S00380,2024-06-12,Geography,PRESENT 
S02441,2024-06-23,English,Absent
S03736,2024-10-03,English,excused
S08714,2024-10-08,History,excused
S05686,2024-11-09,Math, late
S07415,2024-03-27,History, late
S05429,2024-11-12,Arabic,Late
S07643,2024-05-10,Arabic,left early
S01471,2025-03-05,Math,Late
S11114,2024-05-12,Science,left early
S03056,2024-05-07,English,Late
S06695,2024-08-11,English,excused
S09278,2024-08-13,English,absnt
S09300,2025-02-21,Science,left early
S00851,2024-04-01,English,PRESENT 
S08556,2024-04-07,Arabic,left early
S07330,2024-09-04,Geography, late
S04198,2025-02-21,English,Present
S07019,2024-06-23,Science,PRESENT 
S05573,2025-01-05,Math, late
S09367,2024-08-13,Geography,absnt
S08470,2024-09-27,Science,absnt
S08316,2024-12-01,Geography,Present
S02005,2024-10-11,Geography,absnt
S02445,2024-07-29,Arabic,absnt
S09767,2024-06-12,Geography,excused
S05351,2024-12-19,Math,PRESENT 
S02029,2024-04-29,Geography,excused
S07072,2024-11-06,Science,excused
S02143,2024-03-17,Arabic,absnt
S07159,2024-07-06,Arabic,absnt
S05724,2024-07-28,Geography,Present
S07595,2024-06-22,Geography,PRESENT 
S01608,2024-03-25,Arabic,excused
S05509,2024-09-10,History,Late
S07685,2024-11-02,Science,Present
S11697,2024-05-25,Math, late
S02382,2024-10-04,Math,Present
S06451,2024-08-05,Science,Late
S07009,2024-12-22,Math,PRESENT 
S04015,2024-05-17,English,excused
S02153,2024-04-18,Math,Late
S07365,2024-10-15,Arabic,Present
S05009,2024-03-23,Geography,Present
S03854,2024-09-09,Geography, late
S03832,2024-09-06,Science,Late
S08084,2025-02-04,Geography,left early
S02696,2024-05-17,Geography,excused
S11641,2024-05-21,Geography,Present
S10675,2024-07-16,History,absnt
S02685,2024-03-10,English,Absent
S10376,2024-04-06,Math,Late
S05482,2024-03-14,Arabic,Late
S02803,2024-11-09,Math,absnt
S01724,2025-01-25,Science,PRESENT 
S04517,2024-04-07,Geography,left early
S07471,2024-08-06,Geography,PRESENT 
S00970,2024-12-09,Geography,Late
S12062,2024-03-17,History, late
S08447,2024-04-21,Geography,left early
S05388,2025-03-07,Math,Absent
S05447,2024-05-19,English,left early
S02791,2024-10-28,Science,absnt
S04257,2024-08-20,Science,excused
S07601,2024-05-23,Math,left early
S01024,2024-11-01,Geography,excused
S07640,2024-09-03,Science,Absent
S11174,2024-12-07,History,Present
S06643,2024-09-21,Geography,Late
S08955,2024-03-20,History,Present
S06423,2024-10-13,Arabic,Late
S03547,2024-12-11,Math,Present
S07402,2024-03-13,History,absnt
S02553,2024-08-03,Geography,excused
S07431,2024-12-15,Science,left early
S11638,2024-11-15,Geography,Absent
S05743,2024-03-29,Arabic,excused
S08763,2024-08-10,Science, late
S04805,2024-10-21,Arabic,absnt
S04980,2024-03-15,English,Absent
S08824,2025-03-01,Geography,Late
S04143,2024-04-18,Science,Late
S01081,2025-01-14,Geography,Absent
S05625,2024-04-16,Arabic,PRESENT 
S03596,2024-09-12,Arabic,Late
S05043,2024-05-27,History, late
S09177,2024-08-24,English,PRESENT 
S01125,2025-02-20,Science, late
S00252,2024-05-24,Arabic, late
S12142,2025-02-09,Math,Absent
S04846,2024-06-12,History,left early
S00172,2024-07-12,Geography,Late
S07788,2024-03-26,Geography,absnt
S11354,2024-11-14,Geography,excused
S08777,2024-12-19,Math,left early
S03052,2025-02-24,Math,absnt
S01312,2024-05-19,Science,Present
S09583,2025-01-01,Math,Late
S03461,2024-07-12,Science,left early
S01301,2025-02-17,Geography,absnt
S09971,2024-11-21,History,Present
S00049,2024-04-14,Geography,excused
S00492,2025-01-10,Arabic,Late
S03027,2024-07-07,English,excused
S11096,2024-03-31,Math,Late
S07593,2024-07-30,Geography,Absent
S04367,2024-07-18,History,Late
S01256,2025-02-19,Arabic,Absent
S09439,2025-03-01,Geography,Absent
S04498,2024-11-01,Arabic,PRESENT 
S02983,2024-10-17,English,left early
S11485,2024-11-05,Science,Absent
S04871,2024-12-19,English,excused
S01137,2024-04-27,History,PRESENT 
S03517,2024-11-23,English,Late
S02754,2024-08-14,Geography,excused
S08598,2025-02-15,Science,absnt
S05177,2024-10-20,Geography,Late
S06533,2025-03-01,English,excused
S03319,2024-06-04,Arabic,Late
S11599,2024-12-31,English,left early
S01419,2024-10-07,History, late
S04594,2025-01-06,English,PRESENT 
S09800,2024-06-26,Math, late
S03120,2024-04-03,English,PRESENT 
S10431,2025-02-18,History,Present
S07995,2024-03-17,Science,Present
S09757,2024-08-06,Math,Late
S08968,2024-04-02,Math,absnt
S04870,2024-09-14,History,left early
S00177,2024-08-02,Arabic,Absent
S05277,2024-11-08,Arabic,excused
S06005,2024-09-09,Science,excused
S03336,2024-05-18,Geography, late
S10722,2024-07-05,English,PRESENT 
S01563,2024-09-26,Geography,Absent
S05037,2024-04-23,Science,excused
S06812,2024-09-03,Science, late
S09740,2024-06-05,Geography,left early
S11726,2024-04-20,History, late
S05278,2024-04-23,Geography,left early
S09476,2025-01-04,History,left early
S05587,2024-04-27,Arabic, late
S10890,2025-01-01,Geography,absnt
S11132,2024-06-04,English,left early
S02424,2025-03-05,Math,left early
S11294,2024-08-21,History, late
S06914,2024-09-09,History,absnt
S07708,2024-10-09,Science,left early
S04132,2024-10-14,Science,Present
S05650,2024-10-17,Science,absnt
S04118,2024-07-21,Science,Present
S11835,2024-04-05,Science,Present
S04287,2024-03-14,Math,Late
S11945,2024-10-13,Arabic,excused
S00288,2024-12-16,Arabic, late
S11819,2024-09-06,Math,left early
S08184,2024-08-25,History,Late
S09641,2025-01-08,History,PRESENT 
S00783,2024-12-26,Arabic,absnt
S01615,2025-02-13,History, late
S07634,2024-03-23,History,excused
S06407,2024-05-26,Arabic,absnt
S04193,2024-12-02,English,Absent
S12113,2024-06-19,Math,left early
S00973,2024-08-16,English,left early
S03154,2024-10-09,History,absnt
S10986,2024-06-12,Science,Late
S06158,2025-02-05,Science,excused
S09805,2025-01-27,History, late
S02274,2024-09-03,Math,Late
S10304,2024-09-21,English,Present
S10955,2024-05-02,Math,excused
S05195,2024-04-08,English,PRESENT 
S08880,2025-02-12,English,Absent
S09547,2025-02-17,English,Late
S01987,2025-01-12,English,Present
S07071,2024-09-06,Math,Absent
S02834,2024-12-28,English,Present
S03146,2024-08-30,Science, late
S10583,2024-10-09,Arabic,Present
S06308,2024-11-05,Arabic,Present
S11248,2024-09-08,History,Present
S06025,2025-01-11,Science,excused
S09967,2024-07-14,History,PRESENT 
S06624,2024-11-19,Geography,Absent
S04369,2024-11-21,Geography,Late
S08422,2024-03-29,Geography,absnt
S04837,2024-06-14,Geography,left early
S11831,2024-12-16,Arabic,Present
S11815,2024-12-30,Science,left early
S08721,2025-03-09,Arabic,Late
S10874,2025-01-26,Science,Late
S08705,2024-06-21,Science,left early
S08411,2024-05-13,Arabic,Present
S07356,2025-01-31,English,absnt
S03783,2024-12-25,History,Present
S08532,2024-07-24,Math,Present
S10703,2024-09-12,History,excused
S10930,2024-07-12,Math,absnt
S01020,2024-09-01,Science,PRESENT 
S08592,2024-11-23,English,Present
S10188,2024-11-02,Arabic,Absent
S11916,2024-05-21,Arabic,absnt
S06621,2024-06-05,Science,PRESENT 
S09619,2024-09-19,English, late
S01980,2024-09-26,Math,Absent
S02698,2024-08-04,English,absnt
S06421,2025-02-23,Science, late
S04978,2024-05-30,English,left early
S06389,2024-03-16,Geography,excused
S08049,2024-12-07,Math,Present
S01221,2024-09-04,English,left early
S10273,2024-03-31,Geography,PRESENT 
S01738,2024-05-02,Math,PRESENT 
S10208,2025-02-14,English,Absent
S09654,2024-06-22,History,Present
S06473,2024-06-21,Math,left early
S10638,2024-11-06,Science,Present
S03937,2024-12-14,Math,excused
S06267,2024-10-04,Science,excused
S09999,2024-06-09,Arabic,left early
S07401,2024-03-23,Geography, late
S05318,2024-08-15,Geography,Present
S03187,2024-08-27,History,PRESENT 
S09431,2024-09-08,Science,PRESENT 
S09736,2024-05-04,Math,Absent
S07202,2024-06-06,History,Present
S03996,2024-10-27,Science,excused
S10519,2024-08-21,Math,Present
S04801,2025-03-03,Math,left early
S10659,2025-01-21,Math,Late
S02927,2025-01-15,English, late
S09576,2024-03-12,Science, late
S03024,2024-09-15,History,Absent
S00242,2024-09-28,Arabic, late
S05576,2024-04-06,Science,Absent
S05669,2024-05-23,English,Present
S06525,2024-12-29,Geography,Absent
S05542,2024-12-29,English,Absent
S04199,2024-10-04,Arabic,Absent
S00323,2024-08-27,Math,PRESENT 
S02623,2024-08-10,History,PRESENT 
S00897,2024-06-21,History,Late
S06321,2024-05-14,Arabic,excused
S10345,2024-09-09,History,excused
S06956,2024-05-26,Geography,Present
S11858,2025-02-08,Science,Absent
S03233,2025-02-10,History,absnt
S03412,2025-02-11,Math,excused
S01561,2024-03-25,Geography, late
S02465,2024-11-05,Arabic,Present
S00418,2024-05-22,Science,PRESENT 
S10170,2024-06-27,English,Late
S07560,2024-12-01,Math,Absent
S01488,2024-07-01,Science,Absent
S00025,2025-01-01,Science, late
S04850,2024-07-02,Science,Late
S08565,2024-10-13,Math,excused
S06136,2024-05-30,Geography, late
S10194,2024-08-21,Arabic,excused
S04743,2024-10-27,Science,Absent
S08876,2025-01-28,History,PRESENT 
S04807,2024-10-04,Science,absnt
S05296,2024-04-18,History,PRESENT 
S09041,2025-03-01,History,Present
S05828,2024-03-31,Geography,absnt
S10023,2024-06-25,Math,absnt
S00592,2025-02-10,English,PRESENT 
S10124,2024-11-14,History,excused
S04160,2024-11-28,History,excused
S03439,2024-06-04,Math,left early
S11715,2025-03-02,History,Present
S09184,2025-01-13,English,left early
S02056,2024-12-25,Geography,Present
S03753,2024-10-31,History,PRESENT 
S10107,2024-11-16,Math,absnt
S02806,2024-06-29,English,left early
S06479,2024-07-27,Arabic,absnt
S01622,2024-10-05,Math, late
S05135,2025-01-28,English,Absent
S11776,2024-04-09,Arabic,excused
S08095,2024-12-20,Math,excused
S09441,2024-11-22,Geography,excused
S02053,2024-08-02,Geography,Late
S06272,2024-04-30,English, late
S08810,2024-05-13,Geography,absnt
S05978,2024-10-07,Geography,PRESENT 
S10490,2024-04-26,Arabic, late
S05865,2024-07-21,English,PRESENT 
S07626,2024-06-14,Arabic,left early
S00927,2025-01-12,Geography,Present
S05269,2024-06-28,Math, late
S11811,2025-03-05,History,PRESENT 
S11919,2025-02-11,English,Late
S08252,2024-10-05,Geography,absnt
S03730,2025-01-10,Math,Late
S01497,2024-07-12,Geography,excused
S05342,2025-02-26,Math,absnt
S09101,2024-12-29,Math,excused
S06226,2024-07-15,English,Absent
S00511,2024-05-07,Geography, late
S10878,2024-07-27,History,left early
S10536,2024-12-30,Science,PRESENT 
S02018,2024-10-20,Math,Present
S00713,2024-05-15,Math,Late
S09930,2024-08-10,Science,Late
S07850,2024-10-23,English,Present
S01146,2025-01-06,Geography,PRESENT 
S07228,2024-04-21,History, late
S05450,2024-07-28,English, late
S07949,2024-07-27,English,Absent
S08781,2024-07-26,Science,Absent
S00486,2025-02-06,Science,PRESENT 
S03313,2024-04-21,Science,PRESENT 
S07091,2024-09-06,English,absnt
S07397,2024-09-06,Arabic,Absent
S08929,2024-04-26,Geography,excused
S08518,2025-02-02,History, late
S03787,2025-01-14,History,excused
S10946,2024-10-06,Math,Absent
S11674,2024-03-27,Geography,Present
S11092,2024-06-06,English,Present
S00827,2025-01-19,Math,Present
S07998,2024-06-27,English,left early
S10968,2024-09-18,English,PRESENT 
S03683,2024-08-03,Geography, late
S07552,2025-02-24,Geography,absnt
S04752,2024-04-21,Geography,Absent
S03722,2024-11-12,Arabic,left early
S03115,2024-04-08,Science,PRESENT 
S02335,2024-04-17,Math,Absent
S08070,2024-04-13,Geography, late
S08915,2024-07-07,Math,left early
S06740,2025-01-22,Math, late
S06248,2024-09-18,Science,Absent
S08585,2024-05-26,Arabic,Absent
S11190,2024-07-03,Arabic,Present
S10109,2024-05-17,English,Present
S03504,2024-10-08,Math, late
S10111,2024-12-01,Arabic,Present
S08218,2024-10-10,Arabic,Absent
S05553,2024-08-08,Science,Present
S03660,2024-06-30,Science, late
S05493,2024-04-01,Geography,Late
S11798,2024-11-17,Arabic,excused
S07065,2024-08-08,Geography,Late
S04271,2024-06-15,Geography,Present
S11974,2024-09-08,Science,PRESENT 
S09402,2024-03-30,Math, late
S04966,2024-03-19,History,PRESENT 
S00766,2025-01-11,English, late
S05794,2024-06-02,Science, late
S05113,2024-04-21,Math,PRESENT 
S11769,2024-04-06,Science,excused
S11469,2024-07-05,Geography, late
S09116,2024-11-08,Math, late
S07834,2024-08-21,Math,left early
S03536,2024-07-31,English,Absent
S08396,2024-11-28,Geography,absnt
S07882,2024-09-19,History,PRESENT 
S01465,2025-01-15,History, late
S06921,2024-04-22,Science,Late
S07276,2024-09-15,Geography,excused
S08067,2024-08-30,History,PRESENT 
S05059,2024-07-02,Arabic,excused
S11382,2024-06-01,Arabic, late
S08178,2024-07-25,Arabic, late
S07262,2025-01-22,Geography,left early
S04194,2025-02-10,English,Present
S09195,2024-11-05,Math,absnt
S01403,2024-11-22,Science, late
S07681,2024-06-16,Geography,Absent
S00824,2024-04-19,Math, late
S03961,2024-11-25,Geography,absnt
S06847,2024-10-28,History,excused
S05876,2024-04-06,Geography,Late
S03328,2024-06-17,Science,Present
S10035,2024-08-05,Arabic,Absent
S05420,2025-02-25,History,Absent
S06125,2024-09-08,History,PRESENT 
S01211,2024-09-03,Arabic,PRESENT 
S01002,2024-12-21,Arabic,excused
S05995,2024-10-27,Math,left early
S09753,2025-01-24,Geography,PRESENT 
S00219,2024-03-21,English,Present
S11110,2024-06-27,History,Late
S06164,2025-01-17,Math, late
S03337,2024-06-13,English,absnt
S00537,2024-10-26,Geography,excused
S01389,2025-03-05,Math, late
S12131,2024-06-19,History, late
S00488,2024-11-18,Math,PRESENT 
S10242,2024-06-10,Math,left early
S07348,2024-05-11,English,PRESENT 
S10585,2024-10-26,Science, late
S03953,2024-08-08,Arabic,Present
S00935,2024-09-14,History,Late
S10805,2024-11-01,Science,Late
S08830,2024-08-23,Geography, late
S05607,2024-06-14,Arabic,Late
S07132,2025-01-27,English, late
S05897,2024-10-26,Arabic,PRESENT 
S11833,2024-12-02,Geography,Present
S04753,2024-11-14,Science,excused
S04279,2024-05-31,Math,excused
S09931,2024-04-14,Science,PRESENT 
S04759,2024-12-11,Geography,absnt
S02625,2024-12-05,History,Present
S09442,2024-03-30,History,Present
S08825,2025-01-30,Math,Absent
S07190,2024-05-15,Science, late
S02706,2024-08-05,English, late
S09966,2024-05-22,Math,Present
S09621,2025-01-08,Math,excused
S09213,2025-01-20,History, late
S09273,2025-02-24,History, late
S09783,2024-07-04,Science,absnt
S07656,2024-08-05,English,PRESENT 
S06737,2024-07-29,Math,Present
S00954,2024-04-23,History,Late
S11063,2024-06-16,Arabic,left early
S01877,2025-02-04,History,excused
S04544,2024-12-11,Geography,Late
S06127,2024-05-31,Math,Late
S00931,2024-11-10,Math, late
S11527,2024-06-10,Math,left early
S09840,2024-12-28,Math,Late
S10219,2024-06-26,Science,Present
S12074,2025-01-26,English,absnt
S04437,2024-07-11,Arabic,absnt
S02045,2024-06-19,Geography, late
S07486,2025-01-08,Math,absnt
S02339,2024-10-07,History,PRESENT 
S02642,2024-12-04,Math,absnt
S05434,2024-06-25,Arabic,PRESENT 
S08426,2024-03-23,History,left early
S01647,2025-02-28,Science,PRESENT 
S10810,2024-04-17,Geography,PRESENT 
S09375,2024-08-27,Arabic,excused
S03827,2025-03-06,History,left early
S12071,2024-10-24,Arabic,left early
S02671,2024-06-22,Arabic,absnt
S02982,2025-01-10,Arabic,excused
S01551,2024-09-16,History,left early
S03562,2024-07-14,History,left early
S08916,2025-02-23,English,PRESENT 
S02314,2024-10-02,History,Present
S06761,2024-10-20,English,Present
S09860,2024-08-23,Math,absnt
S11777,2024-06-03,English,left early
S06375,2024-10-06,Geography,absnt
S05940,2025-01-20,History,PRESENT 
S04981,2024-12-20,History,Present
S03748,2025-02-07,Math,excused
S12127,2025-02-01,Geography, late
S00421,2024-04-02,Math,left early
S04280,2024-04-10,History,excused
S04322,2024-10-27,Science,Late
S02093,2024-04-19,Arabic, late
S05215,2024-08-16,Geography,left early
S10822,2024-05-14,Geography,absnt
S09192,2024-09-21,History,Late
S05652,2024-07-26,Science,Absent
S03347,2024-06-14,Arabic,Absent
S05825,2024-07-30,Arabic,Present
S01392,2024-07-10,Arabic,Late
S02624,2024-08-25,Math, late
S02965,2025-01-27,History,Late
S02377,2024-08-21,Math, late
S10200,2024-12-22,Geography,excused
S10110,2024-03-20,Geography, late
S08360,2024-04-05,Arabic,left early
S07915,2024-07-25,English,left early
S09944,2024-09-12,English,PRESENT 
S02284,2024-04-16,English,Absent
S02415,2024-07-22,Math,left early
S00341,2024-05-08,History,Absent
S05926,2024-03-10,Math,Absent
S04220,2024-10-02,Math,Absent
S08263,2024-08-06,English,absnt
S07846,2024-09-07,Geography,Present
S00279,2025-01-02,Math,excused
S07102,2024-11-03,Math,Present
S00676,2024-11-28,Science,PRESENT 
S11784,2025-01-26,Science,left early
S08087,2024-11-25,Geography,Absent
S03513,2025-01-10,Math,Absent
S10586,2024-03-09,English, late
S04514,2024-05-11,History,Late
S02898,2024-06-21,Science,excused
S03356,2025-01-26,Arabic,Absent
S09797,2025-02-13,Arabic,absnt
S11093,2024-10-04,History,excused
S11624,2024-12-15,Science,Absent
S02724,2024-07-28,History,left early
S02349,2024-11-13,English,Absent
S07034,2024-03-12,Math,Absent
S03249,2024-06-22,Math,Late
S10598,2024-09-06,Math, late
S08256,2024-06-10,Math,Absent
S04611,2024-07-06,Math,excused
S01255,2025-01-29,Arabic,left early
S03155,2024-03-17,Science,Absent
S01512,2024-11-13,Math, late
S00368,2024-05-20,English,PRESENT 
S10155,2025-02-15,Math,Absent
S03645,2024-08-31,Geography,absnt
S01461,2024-09-14,History,absnt
S04543,2024-08-14,Math,Late
S08591,2024-06-19,Geography,PRESENT 
S11956,2024-12-19,Arabic,absnt
S04166,2024-08-24,History,absnt
S08419,2024-05-16,Geography,Present
S07908,2024-09-21,Arabic,Present
S09452,2024-12-18,Science,PRESENT 
S05207,2025-02-16,English,Present
S04314,2024-11-14,Arabic,absnt
S09115,2025-02-09,Geography,Absent
S10674,2024-08-28,History,left early
S01004,2024-07-07,Math,left early
S03413,2024-06-20,History,absnt
S01656,2024-06-07,Arabic,Absent
S02387,2025-02-18,Science,Present
S07492,2024-09-03,Science,Present
S05193,2025-01-23,Science,Late
S11712,2024-12-26,Math,absnt
S09200,2025-01-23,Geography,Late
S03367,2024-10-20,Arabic, late
S03698,2024-12-15,Arabic,PRESENT 
S01213,2024-05-14,Science,left early
S05381,2024-12-14,Science, late
S03544,2024-07-06,Math,absnt
S10147,2024-10-28,Arabic,PRESENT 
S07354,2024-07-03,English,absnt
S05521,2024-04-27,Science,left early
S03621,2024-07-23,Science,excused
S04839,2024-03-25,Science,excused
S04744,2024-04-06,History,PRESENT 
S03685,2024-12-08,Science,Present
S03486,2025-03-04,Science,excused
S10368,2024-12-18,Math,absnt
S02587,2024-09-14,Arabic,Late
S11249,2025-01-14,History,PRESENT 
S02158,2024-12-02,Geography,excused
S04420,2025-02-25,English, late
S01839,2024-12-05,Geography,Absent
S00332,2024-09-18,Arabic, late
S08130,2025-01-12,Math, late
S11883,2024-07-23,English,Present
S11626,2024-10-26,History,left early
S10545,2024-09-28,History,left early
S04080,2024-04-09,English,excused
S05815,2024-03-24,Geography,Late
S01824,2024-04-22,Math,Present
S07931,2024-12-02,English,Absent
S02112,2024-07-08,Science,Late
S10021,2024-11-27,Math,excused
S11414,2024-11-15,Math, late
S06879,2024-10-09,Math,excused
S11774,2024-04-15,History,absnt
S11960,2024-12-22,History,left early
S11575,2025-02-12,Geography,Present
S11650,2024-03-14,Science,excused
S09870,2024-08-18,Science,Present
S02568,2024-08-03,Geography,Late
S05240,2024-11-23,Geography,left early
S07991,2024-11-19,Science,Late
S10062,2025-01-25,English,PRESENT 
S08281,2025-01-07,Science,PRESENT 
S02700,2025-02-21,Science,Absent
S00377,2024-08-11,English,left early
S00126,2024-09-13,History,Present
S07497,2025-03-01,English,Present
S01837,2024-10-17,Science,Late
S04241,2024-03-19,Arabic,left early
S10602,2024-07-30,Geography,Present
S11651,2024-04-09,Arabic,Absent
S10684,2024-11-18,English, late
S09863,2024-05-15,History,Late
S12143,2024-07-09,English,Late
S11997,2024-05-11,Science,excused
S10513,2024-12-30,Geography,Absent
S06504,2024-08-11,Arabic,Absent
S11839,2025-02-28,English,Late
S00986,2025-02-06,Math,Present
S00675,2024-10-19,Arabic, late
S00656,2024-06-02,Geography,Absent
S04553,2024-10-30,History,left early
S02599,2024-10-23,History,PRESENT 
S01743,2024-07-08,History,Late
S05916,2025-01-02,History,PRESENT 
S05974,2024-11-18,Science,Present
S01474,2024-07-02,Geography,Late
S00865,2024-11-28,Geography,Present
S10192,2024-10-15,Arabic,left early
S08850,2024-06-04,Geography,absnt
S01422,2024-06-07,Science,Late
S00857,2024-12-14,Arabic,PRESENT 
S07124,2024-06-02,Math,absnt
S10216,2024-12-05,Geography,Present
S05154,2024-08-12,Arabic,excused
S06521,2024-06-16,Arabic,absnt
S03633,2024-05-16,Geography,left early
S09626,2024-04-09,Arabic,Late
S03093,2024-12-23,English,Late
S09664,2024-07-12,English,Absent
S02449,2024-05-01,Science,absnt
S08330,2024-11-06,English,left early
S11476,2025-02-24,Arabic,absnt
S05010,2024-03-23,Science,left early
S06612,2025-02-10,Geography,Late
S01333,2024-06-13,Science,Present
S04900,2024-10-15,Math,Late
S03809,2024-04-19,Geography,Absent
S01079,2024-08-24,English,absnt
S04706,2025-02-19,Geography,Absent
S04167,2024-03-18,History, late
S00209,2024-08-02,Arabic,absnt
S05810,2024-10-24,Arabic,Absent
S04934,2024-04-13,Geography,absnt
S10294,2025-02-05,Math,excused
S04311,2024-10-12,Science,excused
S03986,2024-05-12,English,Absent
S04469,2024-09-22,History,excused
S01274,2024-08-23,Geography,PRESENT 
S01728,2024-08-12,English,left early
S11877,2024-03-18,History,PRESENT 
S00853,2024-03-13,Geography,excused
S00521,2024-07-06,Geography,PRESENT 
S09465,2024-04-03,Math,Absent
S07169,2024-08-08,Arabic,left early
S05142,2024-05-25,History, late
S06829,2024-09-19,Math,Absent
S01447,2024-07-22,English,absnt
S10459,2024-10-14,Geography,left early
S02470,2024-06-24,English,excused
S03535,2025-02-06,Arabic,Late
S02572,2024-07-04,History,Absent
S07476,2024-04-13,Arabic,excused
S11195,2024-08-09,Arabic,Present
S11719,2024-05-08,Science,Late
S06141,2025-02-09,History,left early
S01781,2025-03-09,Science,Absent
S04965,2024-07-26,Science, late
S00202,2024-05-23,Math,PRESENT 
S11713,2024-06-05,Geography,Present
S03012,2024-05-16,English,Present
S10694,2024-10-02,History,PRESENT 
S01430,2024-08-25,Math,absnt
S01156,2024-04-04,English,absnt
S05125,2024-12-06,English,Late
S10649,2024-04-22,English,Late
S09407,2024-11-25,History,Absent
S11644,2024-10-26,English,absnt
S08851,2024-11-08,Science,absnt
S07216,2025-03-01,Arabic,left early
S09902,2024-08-01,Geography,Present
S10370,2024-08-09,Geography,Late
S10008,2024-07-29,Geography, late
S11226,2024-04-22,Science,Late
S02554,2024-10-22,Math,Present
S08369,2025-01-17,Science,Present
S11212,2024-07-22,English,Late
S03974,2024-09-12,Science, late
S06682,2024-10-05,Geography,Present
S01459,2024-06-06,Math,left early
S02330,2024-07-17,Math,Late
S03898,2024-07-11,History, late
S04783,2024-11-01,Math,Late
S06713,2024-10-06,Arabic,Absent
S01687,2024-07-17,Science,Present
S11412,2024-09-17,Science,absnt
S09956,2024-10-06,History,Late
S05774,2024-08-19,History,excused
S05449,2024-03-24,History, late
S11782,2024-07-05,Arabic,excused
S10542,2024-07-15,English, late
S07259,2024-05-14,Arabic,PRESENT 
S02248,2024-04-28,Science,Absent
S06767,2024-06-29,Science,Late
S05147,2025-02-16,Science,Present
S06788,2024-05-10,English,PRESENT 
S10136,2024-10-19,Math,absnt
S01638,2024-08-21,Science,absnt
S06471,2024-12-20,Science,PRESENT 
S11406,2025-01-18,Arabic,PRESENT 
S03836,2025-02-10,Geography,left early
S08680,2024-06-19,History,Late
S02358,2024-03-16,Math,Absent
S03343,2024-03-31,History, late
S06486,2024-03-24,Science,left early
S01367,2025-03-08,Geography,excused
S00810,2024-04-26,History,absnt
S08441,2024-07-20,Math,Present
S07300,2024-06-22,History,excused
S08151,2024-12-01,History,excused
S05204,2024-06-26,History,Absent
S00144,2024-11-19,Math,Late
S06822,2024-04-09,Science,excused
S09475,2024-06-24,Arabic,absnt
S06101,2024-04-26,Science,PRESENT 
S08991,2024-07-10,Geography,Absent
S07404,2024-05-04,Science,PRESENT 
S02752,2024-05-30,Arabic,Late
S02124,2024-10-27,Math,Late
S05324,2024-07-24,English,PRESENT 
S03036,2025-02-07,History, late
S04799,2024-03-11,History,excused
S03921,2024-11-17,English,PRESENT 
S09350,2024-07-24,History,Late
S09959,2024-07-20,Science,absnt
S06825,2025-01-06,Geography,PRESENT 
S00763,2024-05-22,Arabic,excused
S02412,2024-12-24,Math,Absent
S10295,2024-09-17,Science,left early
S09531,2024-12-02,Arabic,Absent
S04704,2024-05-15,Geography,absnt
S07346,2024-06-25,History,PRESENT 
S02297,2025-01-18,Geography,PRESENT 
S03810,2024-09-27,Math,PRESENT 
S08538,2025-03-09,Science,PRESENT 
S11732,2024-11-13,Math,Absent
S02094,2024-11-14,Arabic,absnt
S00747,2024-10-10,Arabic,left early
S10772,2024-11-15,History,Late
S11718,2024-05-24,Math,PRESENT 
S01688,2025-02-20,Geography,Present
S11870,2024-03-18,English,Absent
S05786,2024-06-05,English,left early
S04815,2024-06-12,Geography,excused
S01353,2024-06-23,Science,left early
S06018,2024-07-31,History,left early
S02479,2025-02-19,Arabic,excused
S00151,2024-07-06,Math,absnt
S05984,2025-01-20,Math,Present
S08543,2025-03-03,Geography,absnt
S11309,2024-09-05,Arabic,Present
S06465,2024-05-23,Science,Late
S08112,2025-03-05,History,Absent
